 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/15/2018


"Rank","Name","S","W-L","Aces","Per Set"
"274","Penn","89","6-19","955","10.73"
"275","San Francisco","109","9-20","1169","10.72"
"276","Chattanooga","108","10-20","1157","10.71"
"277","Western Caro.","105","12-16","1123","10.70"
"278","Harvard","90","11-12","960","10.67"
"279","St. Francis Brooklyn","104","10-18","1109","10.66"
"280","Campbell","95","9-17","1012","10.65"
"281","Presbyterian","112","10-17","1188","10.61"
"282","UTEP","99","5-21","1050","10.61"
"283","Louisiana Tech","106","6-23","1121","10.58"
"284","Mississippi St.","110","5-26","1158","10.53"
"285","Charleston So.","97","13-12","1020","10.52"
"286","Ga. Southern","119","9-22","1248","10.49"
"287","Alabama St.","142","23-18","1488","10.48"
"288","Rhode Island","96","9-17","1005","10.47"
"289","Bethune-Cookman","119","16-16","1244","10.45"
"290","Wake Forest","115","10-20","1202","10.45"
"291","Florida A&M","103","11-17","1076","10.45"
"292","Cal St. Fullerton","100","6-24","1039","10.39"
"293","Bucknell","99","8-19","1028","10.38"
"294","William & Mary","89","5-20","923","10.37"
"295","UMass Lowell","95","5-21","985","10.37"
"296","Portland St.","107","5-25","1106","10.34"
"297","Lamar University","99","7-20","1023","10.33"
"298","Binghamton","92","5-20","950","10.33"
"299","North Dakota St.","111","9-20","1146","10.32"
"300","Niagara","105","9-19","1083","10.31"
"301","The Citadel","113","12-19","1155","10.22"
"302","Jacksonville","106","5-24","1081","10.20"
"303","Eastern Ky.","104","5-23","1059","10.18"
"304","La.-Monroe","104","11-19","1054","10.13"
"305","Holy Cross","107","8-21","1083","10.12"
"306","Jackson St.","130","10-24","1309","10.07"
"307","Southern U.","111","13-17","1117","10.06"
"308","Texas Southern","121","11-22","1217","10.06"
"309","Belmont","103","5-23","1035","10.05"
"310","Lafayette","99","5-23","981","9.91"
"311","Coppin St.","117","12-20","1149","9.82"
"312","Southern Ill.","106","5-26","1038","9.79"
"313","Saint Peter's","129","9-25","1263","9.79"
"314","Eastern Wash.","105","8-22","1028","9.79"
"315","Southeastern La.","101","2-27","988","9.78"
"316","Prairie View","111","7-25","1085","9.77"
"317","Gardner-Webb","111","7-22","1077","9.70"
"318","Grambling","128","11-24","1240","9.69"
"319","UMES","92","10-16","890","9.67"
"320","Nicholls St.","100","3-26","964","9.64"
"321","Utah St.","112","5-24","1079","9.63"
"322","N.C. Central","91","6-19","873","9.59"
"323","Western Ill.","109","3-26","1041","9.55"
"324","NJIT","115","4-28","1088","9.46"
"325","Alcorn","110","10-20","1028","9.35"
"326","Ark.-Pine Bluff","99","8-21","917","9.26"
"327","Siena","114","4-28","1019","8.94"
"328","Norfolk St.","70","4-17","615","8.79"
"329","Fairleigh Dickinson","103","2-28","892","8.66"
"330","Delaware St.","99","2-27","825","8.33"
"331","Mississippi Val.","109","5-26","898","8.24"
"332","Savannah St.","81","3-21","664","8.20"
"333","Manhattan","112","5-27","906","8.09"
"334","South Carolina St.","82","1-25","598","7.29"
Reclassifying
"NR","California Baptist","128","21-11","1554","12.14"
"NR","North Ala.","90","4-21","814","9.04"

NCAA Women's Volleyball
Division IBlocks Per Set
Through Games 12/15/2018


"Rank","Name","S","W-L","Block Solos","Block Assists","Per Set"
"1","Stanford","121","34-1","35","754","3.40"
"2","Syracuse","108","19-9","78","509","3.08"
"3","Butler","105","9-21","40","559","3.04"
"4","VCU","105","19-9","43","540","2.98"
"5","BYU","107","31-2","27","568","2.91"
"6","Penn St.","118","26-8","66","545","2.87"
"7","Wyoming","119","20-11","51","579","2.86"
"8","Kansas","109","15-12","46","531","2.86"
"9","Florida St.","109","19-10","59","504","2.85"
"10","Cleveland St.","114","17-12","51","546","2.84"
"11","Florida","123","26-7","65","563","2.82"
"12","Notre Dame","106","16-12","39","514","2.79"
"13","FGCU","120","27-7","67","536","2.79"
"14","Utah Valley","141","20-14","37","700","2.74"
"15","Boise St.","112","18-11","36","540","2.73"
"","Colorado St.","112","23-8","56","500","2.73"
"17","UCF","117","27-4","53","531","2.72"
"18","Pittsburgh","114","30-2","51","518","2.72"
"19","Iowa St.","123","21-13","54","559","2.71"
"20","Wisconsin","117","25-7","35","560","2.69"
"21","Duke","108","16-12","42","497","2.69"
"22","James Madison","112","22-7","38","526","2.69"
"23","Nebraska","133","29-7","56","601","2.68"
"24","SFA","120","32-3","43","555","2.67"
"25","Michigan St.","121","17-16","87","465","2.64"
"26","Washington St.","130","23-10","62","561","2.63"
"27","Rutgers","114","6-27","50","500","2.63"
"","Central Conn. St.","95","13-13","50","400","2.63"
"29","Illinois","132","32-4","57","578","2.62"
"30","Colorado","125","18-14","49","556","2.62"
"31","Idaho","123","23-10","51","541","2.61"
"32","American","121","20-13","63","498","2.58"
"33","Little Rock","125","19-13","92","460","2.58"
"34","Indiana","120","16-15","115","388","2.58"
"35","Dartmouth","86","10-15","52","336","2.56"
"36","Charlotte","124","16-15","90","454","2.56"
"37","Texas","101","23-5","29","458","2.55"
"38","Ball St.","120","22-10","92","429","2.55"
"39","UNCW","104","15-12","43","445","2.55"
"40","Oklahoma","108","17-11","36","474","2.53"
"41","Yale","81","19-5","46","315","2.51"
"42","Missouri","119","24-8","84","428","2.50"
"43","UMKC","123","21-11","82","448","2.49"
"44","Washington","123","20-13","61","489","2.48"
"45","Weber St.","105","18-10","36","449","2.48"
"46","Minnesota","107","27-4","48","433","2.47"
"47","Lehigh","107","19-8","110","306","2.46"
"48","Cal Poly","96","25-3","54","362","2.45"
"49","Tulane","143","29-9","37","626","2.45"
"50","Harvard","90","11-12","61","318","2.44"
"51","Sacramento St.","120","16-16","67","451","2.44"
"52","Fresno St.","130","22-11","74","484","2.43"
"53","Georgia St.","95","7-19","55","350","2.42"
"54","Kennesaw St.","120","24-7","64","452","2.42"
"55","Bethune-Cookman","119","16-16","61","453","2.42"
"56","Loyola Chicago","108","16-14","46","427","2.40"
"57","Oregon","126","23-11","59","486","2.40"
"58","North Carolina","96","8-19","35","389","2.39"
"59","Southern Miss.","127","17-15","100","407","2.39"
"60","Liberty","116","15-17","69","415","2.38"
"61","LIU Brooklyn","91","15-9","54","325","2.38"
"62","Creighton","118","29-5","53","455","2.38"
"63","Utah St.","112","5-24","23","485","2.37"
"64","Virginia","107","8-20","49","407","2.36"
"65","Maryland","114","18-14","62","414","2.36"
"66","Purdue","130","24-9","84","444","2.35"
"67","ETSU","125","28-7","69","450","2.35"
"68","Long Beach St.","114","16-13","59","418","2.35"
"69","New Orleans","121","12-19","45","478","2.35"
"70","UIC","118","18-13","30","492","2.34"
"71","Northern Ariz.","132","26-9","77","462","2.33"
"72","New Mexico St.","124","24-8","40","498","2.33"
"73","Abilene Christian","118","13-16","30","490","2.33"
"74","Texas Tech","110","17-13","40","432","2.33"
"75","Stetson","107","16-13","81","336","2.33"
"76","Oregon St.","121","11-21","49","465","2.33"
"77","San Diego St.","125","10-21","39","502","2.32"
"78","Morehead St.","113","21-10","62","400","2.32"
"79","Rice","118","24-7","62","423","2.32"
"80","West Virginia","112","11-19","35","449","2.32"
"81","Louisville","116","22-9","63","411","2.31"
"82","Towson","123","17-15","46","477","2.31"
"83","Loyola Maryland","119","14-16","45","459","2.31"
"84","La.-Monroe","104","11-19","60","359","2.30"
"85","USC Upstate","124","13-19","93","384","2.30"
"86","Alabama","116","20-12","84","365","2.30"
"87","Wright St.","114","15-14","47","429","2.29"
"88","Dayton","118","23-8","32","473","2.28"
"89","Oakland","108","10-17","28","435","2.27"
"90","Navy","118","23-9","76","382","2.26"
"91","Gardner-Webb","111","7-22","58","386","2.26"
"92","South Fla.","129","20-12","57","469","2.26"
"93","Utah","128","19-14","43","492","2.26"
"94","McNeese","114","10-22","39","436","2.25"
"95","Texas St.","124","27-7","55","449","2.25"
"96","New Mexico","122","15-15","58","432","2.25"
"97","Tennessee","125","26-6","49","462","2.24"
"98","Rider","116","19-11","70","378","2.23"
"99","Idaho St.","125","19-14","55","448","2.23"
"100","Denver","110","27-3","23","444","2.23"
"101","Sam Houston St.","108","22-8","48","384","2.22"
"102","UCLA","101","13-14","60","328","2.22"
"103","Tennessee St.","113","9-19","47","407","2.22"
"104","Missouri St.","118","17-15","35","453","2.22"
"105","Xavier","105","10-19","46","372","2.21"
"106","Ga. Southern","119","9-22","53","419","2.21"
"107","North Dakota St.","111","9-20","61","367","2.20"
"108","Gonzaga","109","11-18","58","362","2.19"
"109","LSU","113","12-17","67","361","2.19"
"110","Hartford","86","11-14","43","290","2.19"
"111","Army West Point","119","14-15","75","370","2.18"
"112","Cornell","93","14-10","32","342","2.18"
"","Coastal Caro.","93","12-13","86","234","2.18"
"114","Ohio","117","13-18","65","380","2.18"
"115","San Diego","112","18-13","64","360","2.18"
"116","N.C. Central","91","6-19","54","288","2.18"
"117","Fordham","108","10-17","21","427","2.17"
"118","Seattle U","112","11-19","43","400","2.17"
"119","Southern California","125","22-11","50","442","2.17"
"120","San Francisco","109","9-20","39","394","2.17"
"121","Louisiana","112","15-15","84","315","2.16"
"122","Miami (FL)","94","13-12","47","309","2.14"
"123","Illinois St.","115","25-8","43","407","2.14"
"124","Kansas St.","98","15-12","25","370","2.14"
"125","Iowa","121","15-16","56","406","2.14"
"126","Baylor","118","20-9","26","453","2.14"
"127","Saint Mary's (CA)","114","19-10","36","413","2.13"
"128","Valparaiso","146","27-11","70","481","2.13"
"129","Northwestern","113","16-16","43","393","2.12"
"130","Arizona","125","22-11","70","388","2.11"
"131","IUPUI","108","9-21","37","382","2.11"
"","California","117","15-16","62","370","2.11"
"133","Oral Roberts","114","9-19","36","409","2.11"
"134","Ole Miss","124","14-18","113","294","2.10"
"135","Boston College","112","15-15","68","333","2.09"
"136","Green Bay","113","20-11","34","405","2.09"
"137","Bowling Green","114","19-12","59","359","2.09"
"138","Hofstra","127","25-8","37","457","2.09"
"139","Buffalo","113","18-11","71","330","2.09"
"140","FIU","117","19-12","48","392","2.09"
"141","Northwestern St.","101","12-15","40","341","2.08"
"142","Drake","125","21-15","32","457","2.08"
"143","Houston","126","17-16","62","400","2.08"
"144","Wake Forest","115","10-20","73","332","2.08"
"145","George Mason","91","10-14","25","328","2.08"
"146","North Texas","131","19-17","60","423","2.07"
"147","UTRGV","115","22-9","33","410","2.07"
"148","Omaha","112","17-12","47","369","2.07"
"149","South Alabama","115","13-17","64","347","2.07"
"150","Kentucky","109","26-5","34","382","2.06"
"151","UC Irvine","105","16-13","41","351","2.06"
"152","Tulsa","114","19-12","71","328","2.06"
"153","Southern U.","111","13-17","62","333","2.06"
"154","Indiana St.","111","10-20","45","363","2.04"
"155","Miami (OH)","124","23-9","65","376","2.04"
"156","Albany (NY)","102","16-11","51","314","2.04"
"157","Northern Ky.","121","21-10","45","403","2.04"
"158","Northern Ill.","122","11-21","48","400","2.03"
"159","SMU","110","12-16","28","391","2.03"
"160","Sacred Heart","99","17-10","41","320","2.03"
"161","CSU Bakersfield","122","14-16","19","457","2.03"
"162","Arkansas St.","126","19-14","83","345","2.03"
"163","Western Ky.","117","20-10","98","278","2.03"
"164","Austin Peay","121","27-5","96","298","2.02"
"165","Portland","124","20-13","37","427","2.02"
"166","Michigan","122","24-10","56","380","2.02"
"167","Pepperdine","111","22-9","27","393","2.01"
"168","North Dakota","120","14-18","59","365","2.01"
"169","UNC Asheville","100","16-12","72","258","2.01"
"170","Clemson","129","19-15","57","404","2.01"
"171","Houston Baptist","127","16-16","39","431","2.00"
"172","High Point","104","21-10","45","326","2.00"
"","Auburn","105","12-16","46","328","2.00"
"174","Mississippi St.","110","5-26","85","269","2.00"
"175","UC Davis","107","16-12","31","365","2.00"
"176","Air Force","128","17-15","46","418","1.99"
"177","Western Mich.","116","16-14","71","320","1.99"
"178","South Dakota St.","104","6-23","44","326","1.99"
"179","Bucknell","99","8-19","40","314","1.99"
"180","Santa Clara","108","6-24","31","367","1.99"
"181","TCU","102","15-12","28","349","1.99"
"182","Eastern Mich.","128","21-14","55","396","1.98"
"183","Brown","99","11-13","37","317","1.97"
"184","St. John's (NY)","138","23-12","35","475","1.97"
"185","Stony Brook","106","21-9","50","318","1.97"
"186","Cincinnati","133","26-8","53","418","1.97"
"187","Marist","115","14-15","43","367","1.97"
"188","North Florida","122","11-22","46","388","1.97"
"189","Central Ark.","121","26-7","69","338","1.97"
"190","UAB","100","13-15","49","295","1.97"
"191","Virginia Tech","108","14-16","29","366","1.96"
"192","Grand Canyon","107","11-17","55","310","1.96"
"193","Florida A&M","103","11-17","49","304","1.95"
"194","Eastern Ill.","112","10-21","25","386","1.95"
"195","Wofford","111","14-16","34","364","1.95"
"196","NC State","110","15-13","64","300","1.95"
"197","Robert Morris","116","11-18","52","346","1.94"
"198","Fairleigh Dickinson","103","2-28","39","321","1.94"
"199","Fla. Atlantic","99","21-7","66","251","1.93"
"200","Southern Ill.","106","5-26","59","292","1.93"
"201","Southeast Mo. St.","112","16-14","35","362","1.93"
"202","Charleston So.","97","13-12","40","294","1.93"
"203","Rhode Island","96","9-17","30","310","1.93"
"204","UT Martin","123","14-17","63","347","1.92"
"205","Hawaii","102","18-9","36","320","1.92"
"206","Grambling","128","11-24","68","355","1.92"
"207","Tennessee Tech","118","11-19","55","342","1.92"
"208","Montana","114","10-21","43","350","1.91"
"209","UT Arlington","103","16-12","39","315","1.91"
"210","UMBC","106","7-19","36","332","1.91"
"211","Niagara","105","9-19","28","344","1.90"
"212","Georgia Tech","125","18-15","49","378","1.90"
"213","East Carolina","104","13-16","35","326","1.90"
"214","Toledo","106","9-18","69","265","1.90"
"215","Western Ill.","109","3-26","41","332","1.90"
"216","Arizona St.","113","14-18","94","241","1.90"
"217","Lipscomb","108","18-12","69","272","1.90"
"218","Chicago St.","120","9-24","56","343","1.90"
"219","Penn","89","6-19","29","278","1.89"
"220","Alabama St.","142","23-18","90","356","1.89"
"221","Presbyterian","112","10-17","54","314","1.88"
"222","Colgate","103","14-15","57","274","1.88"
"223","UTEP","99","5-21","41","290","1.88"
"224","Purdue Fort Wayne","120","18-14","39","372","1.88"
"225","Columbia","87","10-14","34","258","1.87"
"226","UMES","92","10-16","49","246","1.87"
"227","Mercer","107","16-13","54","292","1.87"
"228","Furman","110","13-16","56","299","1.87"
"229","Montana St.","113","11-19","32","358","1.87"
"230","Memphis","114","11-19","39","347","1.86"
"231","Duquesne","102","12-16","37","305","1.86"
"232","George Washington","102","11-15","27","324","1.85"
"233","Villanova","115","17-14","37","352","1.85"
"234","San Jose St.","103","16-11","32","317","1.85"
"235","Southern Utah","112","6-24","29","356","1.85"
"236","Texas Southern","121","11-22","50","344","1.83"
"237","Jacksonville St.","124","18-14","81","292","1.83"
"238","Elon","105","13-15","47","290","1.83"
"239","Morgan St.","102","13-15","46","280","1.82"
"240","Marquette","115","28-7","25","369","1.82"
"241","South Carolina","112","20-10","61","286","1.82"
"242","Louisiana Tech","106","6-23","56","274","1.82"
"243","Princeton","87","19-6","29","258","1.82"
"244","UNLV","130","22-12","51","370","1.82"
"245","Portland St.","107","5-25","39","310","1.81"
"246","Alabama A&M","129","22-16","70","327","1.81"
"247","Youngstown St.","104","7-22","43","289","1.80"
"248","UTSA","105","19-8","48","282","1.80"
"249","Appalachian St.","112","22-9","71","260","1.79"
"250","Samford","136","19-15","57","374","1.79"
"251","Col. of Charleston","135","24-12","63","358","1.79"
"252","Georgia","115","15-14","32","348","1.79"
"253","Arkansas","103","11-17","28","313","1.79"
"254","Fairfield","107","14-16","45","293","1.79"
"255","Radford","106","22-7","34","310","1.78"
"256","Bradley","127","24-9","37","378","1.78"
"257","Temple","113","8-22","39","324","1.78"
"258","Delaware","107","9-19","17","345","1.77"
"259","Iona","102","20-8","53","254","1.76"
"260","Troy","116","11-19","54","301","1.76"
"261","Texas A&M","123","17-13","40","353","1.76"
"262","Kent St.","116","13-18","84","240","1.76"
"263","Eastern Wash.","105","8-22","27","315","1.76"
"264","UNI","126","24-10","83","275","1.75"
"265","Davidson","87","12-13","37","230","1.75"
"266","Jackson St.","130","10-24","92","270","1.75"
"267","SIUE","105","9-20","37","292","1.74"
"268","Ark.-Pine Bluff","99","8-21","46","250","1.73"
"269","Providence","105","8-21","37","287","1.72"
"270","UConn","119","15-16","45","318","1.71"
"271","Northeastern","109","16-14","29","314","1.71"
"272","Campbell","95","9-17","27","270","1.71"
"273","Ohio St.","122","12-20","63","290","1.70"
"274","UC Santa Barbara","112","17-12","36","309","1.70"
"275","CSUN","108","8-20","53","261","1.70"
"276","Savannah St.","81","3-21","41","193","1.70"
"277","Coppin St.","117","12-20","51","295","1.70"
"278","Milwaukee","114","8-22","21","344","1.69"
"279","South Dakota","111","21-10","40","295","1.69"
"280","New Hampshire","105","12-15","40","274","1.69"
"281","N.C. A&T","93","14-12","46","220","1.68"
"282","Canisius","104","17-12","31","284","1.66"
"283","Quinnipiac","112","9-21","48","276","1.66"
