 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/19/2015


"Rank","Name","S","W-L","Aces","Per Set"
"275","Iona","114","10-20","1210","10.61"
"276","Utah St.","114","6-26","1206","10.58"
"277","Charleston So.","124","10-23","1311","10.57"
"278","Evansville","119","8-24","1258","10.57"
"279","Delaware","113","12-17","1193","10.56"
"280","Northeastern","123","6-25","1298","10.55"
"281","Clemson","112","6-26","1180","10.54"
"282","Buffalo","107","7-22","1126","10.52"
"283","Binghamton","109","9-19","1142","10.48"
"284","Elon","110","7-23","1152","10.47"
"285","Rutgers","109","4-28","1137","10.43"
"286","Gardner-Webb","119","9-22","1241","10.43"
"287","La Salle","111","6-25","1156","10.41"
"288","Lafayette","98","11-16","1017","10.38"
"289","Holy Cross","107","7-22","1105","10.33"
"290","Mercer","112","10-19","1156","10.32"
"291","Texas Southern","117","16-19","1204","10.29"
"292","Alabama St.","132","21-15","1353","10.25"
"293","Weber St.","101","6-22","1030","10.20"
"294","Saint Francis (PA)","106","6-23","1080","10.19"
"295","Northwestern St.","106","7-22","1075","10.14"
"296","Notre Dame","121","7-25","1224","10.12"
"297","Western Caro.","131","12-22","1324","10.11"
"298","St. Francis Brooklyn","106","7-23","1068","10.08"
"299","Fordham","112","8-23","1126","10.05"
"300","Fairleigh Dickinson","110","10-19","1103","10.03"
"301","South Carolina St.","78","4-19","782","10.03"
"302","Norfolk St.","90","4-21","902","10.02"
"303","Eastern Ky.","119","10-23","1192","10.02"
"304","Loyola Maryland","108","6-25","1081","10.01"
"305","Alabama A&M","136","13-25","1345","9.89"
"306","Florida A&M","97","8-21","957","9.87"
"307","Hampton","88","3-22","862","9.80"
"308","N.C. A&T","75","7-14","734","9.79"
"309","NJIT","105","6-25","1010","9.62"
"310","Georgia","98","5-25","935","9.54"
"311","Davidson","101","12-16","959","9.50"
"312","N.C. Central","98","5-24","927","9.46"
"313","Louisiana","105","6-23","985","9.38"
"314","Cal St. Fullerton","99","0-28","925","9.34"
"315","Saint Peter's","100","4-24","929","9.29"
"316","Prairie View","113","9-25","1045","9.25"
"317","Chicago St.","89","1-27","823","9.25"
"318","South Dakota St.","110","5-27","1013","9.21"
"319","Quinnipiac","115","3-28","1059","9.21"
"320","Western Ill.","109","3-28","990","9.08"
"321","Southern U.","111","10-21","1007","9.07"
"322","Presbyterian","96","4-24","846","8.81"
"323","Delaware St.","97","3-25","816","8.41"
"324","Alcorn","107","12-22","887","8.29"
"325","Hartford","97","2-27","791","8.15"
"326","Ark.-Pine Bluff","110","7-27","834","7.58"
"327","Grambling","111","9-25","804","7.24"
"328","Mississippi Val.","114","3-30","819","7.18"
"329","Savannah St.","94","0-31","662","7.04"
Reclassifying
"NR","Northern Ky.","116","14-16","1413","12.18"
"NR","Incarnate Word","99","8-17","1179","11.91"
"NR","Abilene Christian","111","9-20","1235","11.13"
"NR","Grand Canyon","97","7-21","994","10.25"
"NR","UMass Lowell","111","4-27","977","8.80"

NCAA Women's Volleyball
Division IBlocks Per Set
Through Games 12/19/2015


"Rank","Name","S","W-L","Block Solos","Block Assists","Per Set"
"1","Syracuse","120","23-8","80","589","3.12"
"2","Hawaii","109","29-2","64","539","3.06"
"3","Penn St.","115","28-6","87","529","3.06"
"4","North Carolina","110","21-10","58","555","3.05"
"5","Florida St.","122","25-8","53","634","3.03"
"6","Wyoming","116","23-7","68","562","3.01"
"7","TCU","102","19-10","26","550","2.95"
"8","Colorado St.","102","26-4","57","484","2.93"
"9","UNCW","116","24-8","53","574","2.93"
"10","Harvard","99","15-11","69","441","2.92"
"11","Arizona St.","115","19-13","115","439","2.91"
"12","Washington St.","114","16-16","65","532","2.90"
"13","Washington","116","31-3","44","583","2.89"
"14","Minnesota","129","30-5","55","633","2.88"
"15","Illinois","122","21-13","59","584","2.88"
"16","UNLV","113","16-14","50","547","2.86"
"17","BYU","113","28-4","49","545","2.85"
"18","Stanford","110","23-7","66","493","2.84"
"19","Missouri","128","27-6","111","495","2.80"
"20","Northern Ariz.","121","28-5","84","508","2.79"
"21","Kentucky","112","21-10","51","523","2.79"
"22","Nebraska","129","32-4","55","605","2.77"
"23","Florida","117","25-7","73","499","2.76"
"24","Santa Clara","113","22-9","58","504","2.74"
"25","Wisconsin","117","26-7","34","562","2.69"
"26","Pittsburgh","117","23-9","44","536","2.67"
"27","Southern Utah","102","15-15","47","448","2.66"
"28","Utah Valley","101","14-14","47","442","2.65"
"29","Southern Ill.","130","23-10","51","583","2.63"
"30","Weber St.","101","6-22","45","438","2.61"
"31","SMU","119","27-6","51","516","2.60"
"32","American","116","28-7","56","483","2.56"
"33","New Mexico","116","17-14","78","438","2.56"
"34","Little Rock","102","14-14","63","396","2.56"
"35","NC State","119","16-16","30","545","2.54"
"36","Ohio St.","131","25-10","92","478","2.53"
"37","Southern California","130","33-3","58","540","2.52"
"38","Columbia","88","7-16","54","336","2.52"
"39","Texas A&M","115","24-7","51","474","2.50"
"40","Colorado","124","19-13","58","504","2.50"
"41","Portland","114","16-15","50","467","2.49"
"42","Davidson","101","12-16","60","382","2.49"
"43","FIU","104","15-13","73","369","2.48"
"44","Gonzaga","119","16-15","68","453","2.47"
"45","Texas","114","30-3","39","486","2.47"
"46","San Diego","114","22-10","73","417","2.47"
"47","Central Ark.","104","16-13","77","359","2.47"
"48","Butler","119","12-19","39","507","2.46"
"49","Denver","128","27-8","48","530","2.45"
"50","Central Conn. St.","96","11-16","33","403","2.44"
"51","Seattle U","107","18-11","62","398","2.44"
"52","Michigan St.","119","19-14","53","472","2.43"
"53","Gardner-Webb","119","9-22","87","398","2.40"
"54","George Washington","122","21-11","73","438","2.39"
"55","Creighton","134","27-9","42","557","2.39"
"56","UCLA","123","25-8","87","414","2.39"
"57","Louisville","117","25-7","74","411","2.39"
"","North Dakota","126","21-13","48","506","2.39"
"59","UMKC","106","15-13","59","388","2.39"
"60","Bethune-Cookman","104","15-16","68","360","2.38"
"61","Cleveland St.","130","26-7","57","505","2.38"
"62","UT Arlington","108","19-10","33","448","2.38"
"","San Francisco","108","17-14","72","370","2.38"
"64","UC Davis","114","15-15","46","450","2.38"
"65","Charlotte","99","8-19","71","328","2.37"
"66","Purdue","122","23-10","76","426","2.37"
"67","UTSA","122","24-9","59","459","2.36"
"68","Tulane","125","10-22","77","436","2.36"
"69","Loyola Chicago","118","20-12","81","393","2.35"
"70","UTEP","121","9-23","44","481","2.35"
"71","Arkansas","114","17-13","47","442","2.35"
"72","James Madison","112","22-8","42","442","2.35"
"73","Marquette","124","22-12","43","495","2.34"
"74","IUPUI","117","21-10","74","399","2.34"
"75","Alabama St.","132","21-15","95","427","2.34"
"76","Houston Baptist","126","17-17","49","488","2.33"
"77","St. John's (NY)","121","18-15","68","425","2.32"
"78","Indiana St.","132","17-16","93","424","2.31"
"79","Dayton","123","27-6","35","497","2.30"
"80","Fla. Atlantic","101","18-11","59","346","2.30"
"81","Virginia Tech","122","19-13","54","451","2.29"
"","Sacramento St.","122","26-7","84","391","2.29"
"83","ETSU","112","19-12","40","433","2.29"
"84","Arkansas St.","106","28-2","83","318","2.28"
"85","Oklahoma","108","12-16","37","419","2.28"
"86","Arizona","124","19-14","89","388","2.28"
"87","LIU Brooklyn","97","14-14","40","362","2.28"
"88","Virginia","116","18-13","68","391","2.27"
"89","Albany (NY)","98","17-9","74","296","2.27"
"90","Idaho","114","14-16","42","432","2.26"
"91","Baylor","109","17-13","23","446","2.26"
"92","Elon","110","7-23","38","419","2.25"
"93","Bucknell","94","14-12","51","320","2.24"
"94","Notre Dame","121","7-25","30","483","2.24"
"95","Air Force","126","12-21","60","445","2.24"
"96","Utah","118","10-21","29","470","2.24"
"","Tennessee","118","21-12","56","416","2.24"
"98","Pepperdine","115","17-14","32","450","2.23"
"99","Ohio","117","25-8","74","372","2.22"
"100","Miami (FL)","119","21-10","59","410","2.22"
"101","Cincinnati","117","21-10","53","413","2.22"
"102","Boston College","122","12-20","77","386","2.21"
"103","Oregon St.","108","6-24","62","354","2.21"
"104","Hofstra","127","21-11","22","518","2.21"
"105","Saint Louis","120","22-10","34","461","2.20"
"106","Boise St.","109","23-7","39","401","2.20"
"107","Lamar University","112","14-16","45","401","2.19"
"108","Kansas St.","107","17-12","26","417","2.19"
"109","Kansas","113","30-3","25","445","2.19"
"110","Omaha","124","19-13","32","478","2.19"
"111","Western Ky.","125","32-4","111","324","2.18"
"112","UNC Asheville","100","15-12","41","354","2.18"
"113","UMES","103","22-7","32","385","2.18"
"114","Southern Miss.","139","24-11","89","426","2.17"
"115","Georgia Tech","120","18-14","48","424","2.17"
"","South Alabama","111","13-15","42","397","2.17"
"117","LMU (CA)","125","24-9","32","477","2.16"
"118","Robert Morris","120","19-13","50","419","2.16"
"119","Idaho St.","118","23-10","34","442","2.16"
"120","Ga. Southern","106","10-19","55","348","2.16"
"121","Winthrop","122","14-18","48","431","2.16"
"122","Alcorn","107","12-22","99","263","2.15"
"123","Ball St.","124","15-17","58","418","2.15"
"124","FGCU","121","21-11","44","432","2.15"
"125","VCU","118","14-17","56","395","2.15"
"126","Western Mich.","131","15-18","60","442","2.15"
"127","SFA","128","20-14","62","425","2.14"
"128","Buffalo","107","7-22","65","328","2.14"
"129","Oakland","118","18-13","54","396","2.14"
"130","Maryland","122","15-19","69","383","2.14"
"131","Col. of Charleston","129","20-13","70","410","2.13"
"132","Michigan","123","20-13","65","394","2.13"
"133","Mercer","112","10-19","50","377","2.13"
"134","Central Mich.","117","11-18","84","330","2.13"
"135","Yale","95","15-9","58","288","2.13"
"136","Duke","109","17-13","34","395","2.12"
"137","Miami (OH)","114","21-10","121","242","2.12"
"138","Georgia","98","5-25","50","316","2.12"
"139","Texas St.","111","19-12","41","389","2.12"
"140","Wright St.","113","15-16","28","422","2.12"
"141","UC Santa Barbara","99","7-20","44","330","2.11"
"142","Texas Tech","98","14-16","45","323","2.11"
"143","Green Bay","108","17-13","38","379","2.11"
"144","Middle Tenn.","109","8-22","30","399","2.11"
"145","Fairfield","117","21-10","44","404","2.10"
"146","Hampton","88","3-22","33","304","2.10"
"147","Houston","123","19-13","59","398","2.10"
"148","Quinnipiac","115","3-28","53","375","2.09"
"149","DePaul","122","16-15","43","424","2.09"
"150","Fairleigh Dickinson","110","10-19","42","373","2.08"
"151","Texas Southern","117","16-19","87","312","2.08"
"152","Ole Miss","125","22-11","84","350","2.07"
"153","Portland St.","104","9-19","57","315","2.06"
"","Oregon","112","16-14","39","384","2.06"
"155","Villanova","122","25-9","53","397","2.06"
"156","South Carolina","114","13-18","59","352","2.06"
"157","Northwestern","107","14-17","76","289","2.06"
"158","Rhode Island","118","20-9","49","388","2.06"
"159","North Texas","127","20-13","100","322","2.06"
"160","Kent St.","115","20-10","68","336","2.05"
"161","Colgate","98","12-16","57","288","2.05"
"162","Delaware","113","12-17","51","360","2.04"
"163","UC Irvine","106","13-15","55","323","2.04"
"164","Tennessee St.","118","16-14","36","409","2.04"
"165","Stetson","109","11-18","49","346","2.04"
"","Rutgers","109","4-28","30","384","2.04"
"167","Rice","124","21-10","71","363","2.04"
"168","UConn","119","16-15","54","376","2.03"
"169","Kennesaw St.","103","19-9","42","332","2.02"
"170","Siena","108","16-13","42","352","2.02"
"171","Lehigh","111","19-13","49","350","2.02"
"172","Pacific","113","17-13","46","363","2.01"
"173","Wofford","127","16-18","58","395","2.01"
"174","Northern Ill.","105","19-11","54","314","2.01"
"175","San Diego St.","109","12-19","29","380","2.01"
"176","Youngstown St.","114","10-21","63","332","2.01"
"177","Troy","125","14-18","68","365","2.00"
"178","Western Caro.","131","12-22","53","419","2.00"
"179","New Mexico St.","126","28-6","58","388","2.00"
"","George Mason","110","10-19","51","338","2.00"
"181","Morehead St.","118","10-21","63","344","1.99"
"182","Southeast Mo. St.","115","10-20","68","321","1.99"
"183","Coastal Caro.","102","25-5","78","248","1.98"
"184","Northwestern St.","106","7-22","59","301","1.98"
"185","Auburn","121","18-12","58","362","1.98"
"186","Eastern Wash.","104","14-14","51","308","1.97"
"187","Long Beach St.","114","25-6","56","337","1.97"
"188","Northern Colo.","116","14-16","57","342","1.97"
"189","Wichita St.","135","27-9","45","438","1.96"
"190","LSU","108","9-20","66","290","1.95"
"191","Memphis","122","19-14","45","386","1.95"
"192","Saint Mary's (CA)","99","6-22","29","328","1.95"
"193","North Florida","118","21-11","41","378","1.95"
"194","Dartmouth","88","12-11","39","265","1.95"
"195","South Fla.","116","11-21","63","326","1.95"
"196","San Jose St.","115","13-18","48","352","1.95"
"197","Grambling","111","9-25","60","312","1.95"
"198","UNI","133","19-15","64","386","1.93"
"199","Bowling Green","112","7-22","69","294","1.93"
"","Evansville","119","8-24","50","359","1.93"
"201","High Point","118","21-10","60","334","1.92"
"202","Toledo","113","6-23","57","320","1.92"
"203","Illinois St.","119","22-10","75","307","1.92"
"204","Campbell","112","14-17","68","294","1.92"
"205","Bryant","124","19-14","29","418","1.92"
"206","South Carolina St.","78","4-19","33","233","1.92"
"207","Iowa St.","107","19-11","37","336","1.92"
"208","UMBC","97","12-14","26","318","1.91"
"209","A&M-Corpus Christi","126","31-5","38","404","1.90"
"210","Eastern Mich.","116","14-16","61","319","1.90"
"","Indiana","116","16-16","43","355","1.90"
"212","Army West Point","114","21-10","49","335","1.90"
"213","Temple","115","24-8","42","351","1.89"
"214","SIUE","106","8-18","44","312","1.89"
"215","Fresno St.","119","14-18","36","377","1.89"
"216","Holy Cross","107","7-22","36","331","1.88"
"217","Mississippi St.","111","17-15","55","308","1.88"
"218","Missouri St.","135","24-11","54","400","1.88"
"219","William & Mary","115","10-20","49","334","1.88"
"220","Valparaiso","127","27-8","50","376","1.87"
"221","UNC Greensboro","115","22-11","68","295","1.87"
"222","Eastern Ill.","130","16-15","48","391","1.87"
"223","Charleston So.","124","10-23","59","346","1.87"
"224","Liberty","108","14-14","42","320","1.87"
"225","Nevada","107","12-18","33","332","1.86"
"226","Niagara","110","13-17","60","288","1.85"
"227","Cal Poly","100","19-8","36","298","1.85"
"228","Samford","98","15-12","59","244","1.85"
"229","West Virginia","100","5-24","37","294","1.84"
"230","Loyola Maryland","108","6-25","35","327","1.84"
"231","UIC","117","12-19","58","314","1.84"
"232","Howard","116","18-14","37","352","1.84"
"233","Purdue Fort Wayne","119","7-25","54","329","1.84"
"234","East Carolina","119","12-19","61","314","1.83"
"235","Jacksonville","113","12-16","39","332","1.81"
"236","Utah St.","114","6-26","26","361","1.81"
"237","Alabama","126","17-15","76","302","1.80"
"238","Chattanooga","121","26-6","85","264","1.79"
"239","California","111","9-22","69","260","1.79"
"240","UC Riverside","107","10-19","51","280","1.79"
"241","Milwaukee","116","9-21","55","303","1.78"
"242","Binghamton","109","9-19","29","330","1.78"
"243","South Dakota","117","15-16","35","345","1.77"
"244","Jackson St.","129","15-22","75","306","1.77"
"245","N.C. A&T","75","7-14","26","212","1.76"
"246","Seton Hall","113","14-16","54","289","1.76"
"247","Tulsa","127","15-17","69","306","1.75"
"248","Wake Forest","121","12-20","59","305","1.75"
"249","Rider","130","16-17","34","386","1.75"
"250","Xavier","118","18-12","42","328","1.75"
"251","Clemson","112","6-26","48","295","1.75"
"252","UCF","121","15-17","55","312","1.74"
"253","New Hampshire","106","21-9","49","271","1.74"
"254","Saint Peter's","100","4-24","34","280","1.74"
"255","Austin Peay","120","10-22","81","255","1.74"
"256","Penn","95","13-13","38","253","1.73"
"257","Brown","96","10-16","28","276","1.73"
"258","UAB","118","9-23","39","330","1.73"
"259","Alabama A&M","136","13-25","94","282","1.73"
"260","La.-Monroe","111","14-18","65","253","1.73"
"261","Tennessee Tech","120","10-21","63","288","1.73"
"262","Manhattan","127","20-14","52","334","1.72"
"263","Louisiana","105","6-23","54","254","1.72"
"264","Cornell","95","6-18","16","294","1.72"
"265","Iowa","115","12-21","48","298","1.71"
"266","Princeton","87","15-9","35","228","1.71"
"267","Nicholls St.","100","9-19","36","270","1.71"
"268","Louisiana Tech","106","10-20","55","252","1.71"
"269","Eastern Ky.","119","10-23","66","274","1.71"
"270","Georgia St.","102","7-19","50","247","1.70"
"271","Appalachian St.","111","22-8","55","265","1.69"
"272","Lafayette","98","11-16","52","226","1.68"
"273","McNeese","129","15-18","37","360","1.68"
"274","Southern U.","111","10-21","56","261","1.68"
"275","Belmont","122","17-15","31","346","1.67"
"276","Akron","111","8-21","45","280","1.67"
"","Montana","108","8-20","11","338","1.67"
"278","Marshall","121","16-14","65","273","1.67"
"279","Towson","125","26-6","33","349","1.66"
"280","Marist","118","21-10","31","329","1.66"
"281","Drake","129","15-20","28","370","1.65"
"282","Furman","108","21-9","53","250","1.65"
"283","Cal St. Fullerton","99","0-28","51","224","1.65"
"284","Lipscomb","120","23-9","61","272","1.64"
"","North Dakota St.","120","19-12","89","216","1.64"
"286","The Citadel","132","7-28","59","314","1.64"
"287","Bradley","106","6-24","32","282","1.63"
