Date,TeamA,TeamB,Result,S,Team A Kills,Team A Errors,Team A Total Attacks,Team A Hit Pct,Team A Assists,Team A Aces,Team A SErr,Team A Digs,Team A RErr,Team A Block Solos,Team A Block Assists,Team A BErr,Team A PTS,Team B Kills,Team B Errors,Team B Total Attacks,Team B Hit Pct,Team B Assists,Team B Aces,Team B SErr,Team B Digs,Team B RErr,Team B Block Solos,Team B Block Assists,Team B BErr,Team B PTS
10062018,USC Upstate,Gardner-Webb,1,3.0,37,22,123,0.122,36,6,7,52,1,6,14,2,56.0,37,29,128,0.062,34,1,5,59,6,5,6,1,46.0
10092018,USC Upstate,UNC Asheville,1,4.0,54,23,173,0.179,50,6,11,82,5,7,16,0,75.0,54,23,174,0.17800000000000002,52,5,9,84,6,5,4,1,66.0
10122018,USC Upstate,High Point,0,3.0,28,19,100,0.09,25,3,3,33,6,2,10,1,38.0,47,13,99,0.343,43,6,7,46,3,3,19,1,65.5
10162018,USC Upstate,Presbyterian,1,5.0,61,16,155,0.29,56,6,8,82,5,1,20,2,78.0,64,27,187,0.198,59,5,9,64,6,2,8,1,75.0
10202018,USC Upstate,Charleston So.,1,4.0,43,18,165,0.152,38,7,8,74,5,11,6,1,64.0,50,29,162,0.13,47,5,5,92,7,4,10,1,64.0
10262018,USC Upstate,Gardner-Webb,1,4.0,58,25,129,0.256,55,6,8,56,4,6,6,2,73.0,41,25,127,0.126,40,4,7,37,6,3,10,4,53.0
10272018,USC Upstate,Winthrop,0,4.0,46,27,182,0.104,41,3,7,75,4,4,24,0,65.0,57,30,174,0.155,51,4,4,91,3,3,14,0,71.0
11022018,USC Upstate,Campbell,1,5.0,70,28,193,0.218,61,4,8,76,7,3,18,6,86.0,69,24,188,0.239,64,7,10,79,4,3,14,1,86.0
11032018,USC Upstate,Hampton,1,3.0,33,11,83,0.265,30,2,7,37,4,3,12,3,44.0,25,25,93,0.0,25,4,9,30,2,1,4,0,32.0
11062018,USC Upstate,UNC Asheville,0,4.0,57,25,175,0.183,53,2,6,85,5,6,6,0,68.0,53,18,174,0.201,52,5,5,76,2,3,8,0,65.0
11092018,USC Upstate,Radford,0,4.0,56,24,178,0.18,50,7,4,60,10,4,16,0,75.0,67,26,163,0.252,59,10,4,75,7,1,14,0,85.0
11162018,USC Upstate,UNC Asheville,0,5.0,55,29,188,0.138,51,1,10,77,8,9,10,0,70.0,60,28,176,0.182,55,8,4,83,1,5,14,0,80.0
8242018,Clemson,ETSU,0,4.0,56,27,156,0.18600000000000005,53,4,9,54,1,0,14,6,67.0,60,22,143,0.266,57,1,5,64,4,1,16,2,70.0
8242018,Clemson,A&M-Corpus Christi,1,3.0,37,13,84,0.28600000000000003,33,4,2,39,2,3,16,1,52.0,25,22,93,0.032,25,2,9,29,4,1,4,2,30.0
8252018,Clemson,South Carolina,0,3.0,38,14,96,0.25,35,4,9,35,3,0,12,2,48.0,48,12,98,0.3670000000000001,45,3,7,41,4,0,12,2,57.0
8312018,Clemson,Mississippi St.,1,5.0,69,28,191,0.215,66,11,6,79,5,3,10,4,88.0,68,24,187,0.235,63,5,7,85,11,8,2,2,82.0
9012018,Clemson,Davidson,1,3.0,59,14,121,0.3720000000000001,53,3,4,53,2,2,4,1,66.0,37,12,107,0.234,33,2,1,40,3,3,2,1,43.0
9042018,Clemson,Kennesaw St.,0,4.0,42,23,131,0.145,40,4,8,50,4,1,10,0,52.0,58,22,141,0.255,55,4,10,56,4,5,12,0,73.0
9072018,Clemson,UAB,1,4.0,64,29,162,0.21600000000000005,62,3,7,63,4,5,10,1,77.0,54,25,148,0.196,48,4,7,57,3,3,8,2,65.0
9082018,Clemson,North Dakota,1,3.0,50,17,123,0.268,47,4,3,54,2,1,4,3,57.0,31,14,104,0.163,30,2,5,44,4,4,2,3,38.0
9082018,Clemson,Troy,1,3.0,36,14,78,0.282,35,5,5,28,4,0,14,1,48.0,39,26,115,0.113,38,4,7,35,5,1,10,0,49.0
9142018,Clemson,Villanova,1,4.0,58,21,161,0.23,57,10,2,79,8,0,10,0,73.0,65,24,181,0.227,59,8,13,72,10,2,10,1,80.0
9142018,Clemson,Little Rock,1,3.0,43,16,109,0.248,43,4,3,47,7,1,8,1,52.0,40,18,111,0.198,40,7,10,42,4,1,6,3,51.0
9152018,Clemson,Tulane,0,5.0,63,33,169,0.17800000000000002,59,7,8,54,3,1,16,4,79.0,65,23,152,0.276,61,3,7,64,7,4,22,2,83.0
9212018,Clemson,Boston College,0,3.0,26,27,80,-0.013,25,1,8,22,8,7,6,0,37.0,29,18,75,0.147,25,8,7,22,1,10,6,1,50.0
9232018,Clemson,Syracuse,0,4.0,51,27,135,0.17800000000000002,49,2,4,47,4,2,10,2,60.0,57,18,126,0.31,55,4,11,49,2,2,12,3,69.0
9282018,Clemson,Notre Dame,0,3.0,36,14,91,0.242,36,2,2,37,7,2,4,3,42.0,47,13,106,0.321,43,7,10,37,2,0,18,1,63.0
9302018,Clemson,Louisville,0,5.0,52,28,126,0.19,49,4,8,45,7,2,16,4,66.0,64,25,152,0.257,60,7,20,38,4,1,16,1,80.0
10032018,Clemson,Georgia Tech,0,5.0,58,28,153,0.196,56,3,7,51,5,0,12,4,67.0,69,23,165,0.279,64,5,13,56,3,1,14,2,82.0
10072018,Clemson,Virginia Tech,1,3.0,42,11,84,0.369,40,4,6,34,1,1,12,0,53.0,34,20,93,0.151,32,1,6,23,4,1,8,3,40.0
10122018,Clemson,Duke,0,3.0,30,27,96,0.031,30,1,2,30,6,0,4,1,33.0,38,7,81,0.383,37,6,7,29,1,1,20,0,55.0
10142018,Clemson,Wake Forest,0,5.0,62,28,150,0.227,56,4,3,56,4,1,12,3,73.0,64,25,157,0.248,59,4,17,39,4,1,22,4,80.0
10212018,Clemson,Florida St.,0,4.0,48,32,124,0.129,46,7,6,39,6,0,10,3,60.0,51,11,110,0.364,45,6,8,34,7,4,20,1,71.0
10262018,Clemson,NC State,1,4.0,62,19,122,0.35200000000000004,54,3,9,54,4,3,18,0,77.0,48,24,133,0.18,45,4,8,36,3,3,8,3,59.0
10282018,Clemson,North Carolina,1,3.0,49,17,118,0.271,44,5,8,35,2,3,18,0,66.0,44,19,106,0.236,42,2,6,39,5,2,12,5,54.0
11022018,Clemson,Virginia,1,4.0,48,22,121,0.215,45,5,8,41,5,1,24,4,66.0,44,30,127,0.11,38,5,7,42,5,3,16,2,60.0
11042018,Clemson,Pittsburgh,0,4.0,53,19,133,0.256,49,6,13,37,5,5,16,5,72.0,55,22,128,0.258,51,5,3,48,6,3,14,3,70.0
11102018,Clemson,Virginia,1,3.0,42,15,85,0.318,41,6,8,34,2,1,6,0,52.0,31,14,84,0.202,31,2,11,24,6,3,4,1,38.0
11162018,Clemson,Wake Forest,0,4.0,45,29,128,0.125,41,4,6,43,4,1,18,1,59.0,45,17,115,0.243,44,4,8,45,4,4,22,1,64.0
11212018,Clemson,Virginia Tech,1,5.0,54,28,149,0.174,48,9,2,48,6,1,26,0,77.0,64,29,151,0.232,59,6,10,57,9,1,22,4,82.0
11232018,Clemson,Boston College,1,5.0,65,29,171,0.211,65,2,3,69,4,1,20,1,78.0,63,29,179,0.19,63,4,1,69,2,5,12,0,78.0
11292018,Clemson,Alabama A&M,1,3.0,49,13,92,0.391,44,3,3,37,0,0,8,0,56.0,26,17,84,0.107,23,0,3,25,3,0,12,0,32.0
11302018,Clemson,Radford,1,4.0,62,14,125,0.384,55,5,8,52,5,1,16,1,76.0,53,24,136,0.213,51,5,8,42,5,0,8,3,62.0
12062018,Clemson,Col. of Charleston,0,3.0,40,17,89,0.258,39,3,5,25,5,1,6,3,47.0,47,14,93,0.355,47,5,6,23,3,3,8,0,59.0
8242018,North Dakota,Rice,0,4.0,44,24,152,0.132,41,4,4,66,2,0,8,0,52.0,61,23,157,0.242,57,2,9,70,4,3,10,1,71.0
8242018,North Dakota,Texas Tech,0,3.0,23,17,99,0.061,20,3,2,33,10,3,8,1,33.0,44,17,97,0.278,38,10,6,49,3,1,10,1,60.0
8262018,North Dakota,Green Bay,1,3.0,50,13,117,0.316,49,5,5,61,2,0,8,0,59.0,38,15,120,0.192,37,2,4,51,5,0,4,0,42.0
8262018,North Dakota,TCU,0,4.0,50,18,157,0.204,46,2,8,69,4,3,10,3,60.0,64,24,167,0.24,61,4,8,83,2,0,12,2,74.0
8302018,North Dakota,Eastern Wash.,1,3.0,41,11,114,0.263,35,6,3,58,3,1,22,0,59.0,25,22,113,0.027000000000000003,24,3,3,56,6,1,8,1,33.0
8312018,North Dakota,Western Caro.,1,3.0,43,15,103,0.272,39,8,6,48,5,4,9,1,59.5,25,20,98,0.051,22,5,3,39,8,0,4,1,32.0
8312018,North Dakota,Louisiana Tech,1,3.0,37,15,93,0.237,36,5,0,51,0,3,10,2,50.0,34,21,113,0.115,30,0,6,38,5,0,6,1,37.0
9072018,North Dakota,Troy,1,5.0,54,20,155,0.219,50,3,4,67,7,0,24,2,69.0,71,27,179,0.246,68,7,14,66,3,1,17,0,87.5
9082018,North Dakota,Clemson,0,3.0,31,14,104,0.163,30,2,5,44,4,4,2,3,38.0,50,17,123,0.268,47,4,3,54,2,1,4,3,57.0
9082018,North Dakota,UAB,0,3.0,31,23,113,0.071,29,6,7,47,5,2,12,2,45.0,43,17,116,0.224,38,5,7,54,6,4,16,0,60.0
9102018,North Dakota,North Florida,0,5.0,65,31,195,0.174,58,3,6,89,4,0,18,3,77.0,72,28,199,0.221,67,4,6,88,3,3,26,3,92.0
9112018,North Dakota,Jacksonville,1,4.0,48,13,127,0.276,43,3,7,60,4,2,6,1,56.0,58,24,153,0.222,54,4,13,60,3,3,7,1,68.5
9142018,North Dakota,Charlotte,1,5.0,62,28,217,0.157,55,6,7,96,2,2,12,1,76.0,62,22,198,0.202,57,2,8,113,6,2,14,2,73.0
9142018,North Dakota,South Fla.,0,3.0,40,13,131,0.206,36,4,3,58,3,2,6,4,49.0,54,15,133,0.293,53,3,4,69,4,2,6,0,62.0
9152018,North Dakota,New Orleans,1,4.0,55,11,147,0.299,54,7,7,81,5,0,8,3,66.0,58,17,162,0.253,53,5,8,72,7,0,10,0,68.0
9212018,North Dakota,Western Ill.,1,5.0,57,22,185,0.189,55,8,10,85,3,4,20,0,79.0,60,32,191,0.147,55,3,4,88,8,1,20,0,74.0
9232018,North Dakota,Purdue Fort Wayne,0,3.0,42,15,125,0.21600000000000005,40,2,3,53,4,2,6,4,49.0,53,13,138,0.29,48,4,5,62,2,2,4,1,61.0
9262018,North Dakota,North Dakota St.,1,5.0,69,22,182,0.258,63,5,13,92,9,4,16,1,86.0,56,25,181,0.171,47,9,5,87,5,3,12,1,74.0
9282018,North Dakota,Oral Roberts,1,5.0,68,25,200,0.215,65,5,3,87,3,1,20,0,84.0,66,31,196,0.179,64,3,7,93,5,1,20,0,80.0
9292018,North Dakota,South Dakota St.,1,3.0,44,13,108,0.287,43,5,2,49,1,1,10,2,55.0,37,19,107,0.168,32,1,5,44,5,0,14,4,45.0
10052018,North Dakota,Omaha,0,4.0,45,21,127,0.189,42,2,5,59,5,3,16,2,58.0,63,25,157,0.242,58,5,8,50,2,2,11,0,75.5
10072018,North Dakota,Denver,0,4.0,40,25,132,0.114,38,2,4,56,8,5,12,0,53.0,60,26,151,0.225,58,8,10,61,2,1,10,1,74.0
10092018,North Dakota,Pittsburgh,0,3.0,28,19,86,0.105,27,2,3,23,5,0,12,2,36.0,46,14,88,0.364,41,5,1,37,2,2,10,2,58.0
10122018,North Dakota,North Dakota St.,1,4.0,56,16,152,0.263,55,2,5,83,4,1,10,1,64.0,59,24,174,0.201,52,4,4,72,2,0,8,0,67.0
10142018,North Dakota,South Dakota,0,3.0,32,17,140,0.107,28,2,3,73,3,0,8,2,38.0,51,19,155,0.206,47,3,7,83,2,2,4,0,58.0
10192018,North Dakota,Oral Roberts,0,4.0,54,27,170,0.159,51,2,3,81,4,0,10,3,61.0,52,11,156,0.263,48,4,7,81,2,3,12,2,65.0
10212018,North Dakota,Denver,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0
10262018,North Dakota,Omaha,0,4.0,46,31,138,0.109,44,5,5,61,10,3,4,3,56.0,51,18,142,0.232,48,10,13,47,5,3,14,2,71.0
10302018,North Dakota,South Dakota St.,0,5.0,58,32,174,0.149,57,4,5,73,5,1,14,2,70.0,62,22,160,0.25,52,5,10,69,4,1,12,1,74.0
11012018,North Dakota,Western Ill.,1,4.0,59,25,149,0.228,53,7,8,62,4,3,14,3,76.0,46,17,135,0.215,43,4,9,55,7,2,18,0,61.0
11032018,North Dakota,Purdue Fort Wayne,0,3.0,35,13,117,0.188,34,2,3,50,3,2,8,3,43.0,56,16,128,0.312,53,3,8,67,2,1,6,1,63.0
11092018,North Dakota,South Dakota,0,3.0,29,16,116,0.112,25,4,1,57,6,2,10,3,40.0,49,18,139,0.223,41,6,7,60,4,2,6,0,60.0
11162018,North Dakota,Purdue Fort Wayne,0,3.0,33,16,106,0.16,31,2,4,52,6,1,12,2,42.0,49,18,125,0.248,46,6,7,52,2,1,10,0,61.0
8242018,Army West Point,Quinnipiac,1,4.0,54,23,146,0.212,52,5,8,74,3,1,20,1,70.0,41,31,152,0.066,41,3,9,63,5,1,12,5,51.0
8252018,Army West Point,UTSA,0,5.0,52,25,161,0.168,50,5,7,65,7,2,20,3,69.0,69,23,171,0.269,64,7,12,75,5,1,14,1,84.0
8252018,Army West Point,San Francisco,0,5.0,64,31,173,0.191,51,4,12,66,6,1,14,3,76.0,56,27,161,0.18,51,6,7,68,4,3,20,1,75.0
9012018,Army West Point,Southeastern La.,1,3.0,50,20,116,0.259,47,10,9,47,3,1,8,1,65.0,26,12,87,0.161,23,3,1,39,10,3,6,1,35.0
9012018,Army West Point,Hofstra,0,3.0,33,24,104,0.087,29,6,9,36,6,3,14,1,49.0,36,19,97,0.175,34,6,10,40,6,2,18,1,53.0
9042018,Army West Point,Marist,0,5.0,58,34,167,0.14400000000000002,51,7,3,79,5,3,16,2,76.0,54,22,161,0.199,51,5,9,70,7,3,14,1,69.0
9072018,Army West Point,Rhode Island,0,3.0,33,23,105,0.095,32,4,6,38,3,1,14,3,45.0,41,11,94,0.319,40,3,6,42,4,2,8,3,50.0
9072018,Army West Point,Yale,0,4.0,46,29,145,0.117,43,1,10,62,6,2,8,2,53.0,47,15,137,0.234,46,6,10,63,1,0,20,0,63.0
9082018,Army West Point,New Hampshire,0,5.0,68,23,151,0.298,67,6,8,73,7,4,12,1,84.0,51,26,159,0.157,48,7,5,55,6,2,6,3,63.0
9142018,Army West Point,FIU,1,3.0,41,12,116,0.25,38,3,5,52,2,2,18,0,55.0,33,28,120,0.042,31,2,3,53,3,0,11,5,40.5
9142018,Army West Point,Jacksonville,1,4.0,55,19,120,0.3,48,3,7,41,7,0,14,3,65.0,48,28,126,0.159,46,7,13,36,3,1,6,1,59.0
9152018,Army West Point,Florida,0,4.0,43,27,124,0.129,37,2,6,38,7,1,4,2,48.0,53,11,108,0.389,49,7,12,44,2,6,10,2,71.0
9222018,Army West Point,Colgate,0,3.0,38,28,127,0.079,38,3,5,60,5,2,4,0,45.0,33,10,112,0.205,32,5,1,55,3,4,8,1,46.0
9232018,Army West Point,Holy Cross,1,5.0,66,30,171,0.211,63,7,8,80,7,3,18,4,85.0,46,27,163,0.117,44,7,6,62,7,2,10,2,60.0
9282018,Army West Point,Lehigh,0,5.0,73,35,190,0.2,70,7,13,88,2,5,10,4,90.0,55,19,170,0.212,53,2,5,71,7,4,22,3,72.0
9292018,Army West Point,Lafayette,1,3.0,49,13,101,0.35600000000000004,42,1,9,44,4,3,6,0,56.0,30,17,101,0.129,28,4,8,36,1,0,6,0,37.0
10052018,Army West Point,Loyola Maryland,0,5.0,62,35,218,0.124,56,5,12,102,7,5,20,2,82.0,55,30,203,0.123,52,7,8,103,5,0,35,4,79.5
10062018,Army West Point,Navy,0,3.0,34,21,121,0.107,33,1,8,48,4,1,4,2,38.0,40,15,112,0.223,38,4,4,57,1,4,10,0,53.0
10122018,Army West Point,American,0,3.0,45,21,129,0.18600000000000005,43,2,5,50,5,2,4,0,51.0,41,9,109,0.294,37,5,4,52,2,1,12,2,53.0
10142018,Army West Point,Bucknell,1,5.0,63,34,173,0.168,58,4,13,62,6,2,16,2,77.0,47,22,137,0.182,42,6,8,64,4,4,20,2,67.0
10192018,Army West Point,Holy Cross,1,4.0,52,18,131,0.26,52,8,6,58,5,1,12,3,67.0,41,27,136,0.103,38,5,7,54,8,1,4,1,49.0
10202018,Army West Point,Colgate,0,3.0,41,17,97,0.247,41,2,8,36,5,4,2,1,48.0,43,11,99,0.32299999999999995,42,5,4,34,2,3,6,4,54.0
10262018,Army West Point,Lafayette,1,4.0,57,16,128,0.32,56,2,9,51,3,2,16,1,69.0,47,25,140,0.157,42,3,8,45,2,0,6,1,53.0
10272018,Army West Point,Lehigh,1,5.0,64,29,163,0.215,61,3,8,72,6,8,8,1,79.0,55,31,169,0.142,51,6,10,64,3,7,8,5,72.0
11022018,Army West Point,Navy,1,4.0,43,28,154,0.097,40,4,7,81,6,3,30,3,65.0,41,34,168,0.042,41,6,8,78,4,4,14,4,58.0
11032018,Army West Point,Loyola Maryland,0,5.0,61,30,169,0.183,57,8,6,73,3,3,26,1,85.0,61,29,173,0.185,54,3,4,67,8,2,10,4,71.0
11092018,Army West Point,Bucknell,1,4.0,63,26,163,0.227,59,6,10,63,3,3,10,3,77.0,54,18,146,0.247,51,3,12,66,6,3,8,0,64.0
11102018,Army West Point,American,1,5.0,77,28,193,0.254,73,3,10,86,10,4,10,1,89.0,57,20,175,0.211,53,9,6,75,3,1,22,2,78.0
8242018,SIUE,Green Bay,0,4.0,37,24,135,0.096,37,3,5,69,8,2,12,2,48.0,55,22,160,0.206,49,8,5,65,3,1,8,0,68.0
8252018,SIUE,UAB,0,4.0,37,27,123,0.081,37,10,15,52,7,0,14,1,54.0,42,20,121,0.182,40,7,14,52,10,1,16,4,58.0
8252018,SIUE,TCU,0,3.0,25,22,104,0.029,24,1,6,36,3,0,6,1,29.0,42,8,89,0.382,40,3,6,46,1,0,8,1,49.0
8312018,SIUE,Northern Ariz.,0,4.0,48,24,141,0.17,46,5,4,78,8,2,10,2,60.0,51,12,146,0.267,49,8,7,58,5,1,12,3,66.0
9012018,SIUE,Western Mich.,0,4.0,42,29,144,0.09,40,6,7,56,6,1,6,1,52.0,51,14,129,0.287,49,6,7,65,6,3,10,6,65.0
9012018,SIUE,IUPUI,0,3.0,37,22,135,0.111,32,1,9,64,2,0,8,1,42.0,39,11,123,0.228,34,2,8,70,1,2,16,1,51.0
9072018,SIUE,Providence,0,3.0,36,20,107,0.15,33,3,8,35,2,4,6,0,46.0,43,16,98,0.276,41,3,7,42,3,5,6,0,54.0
9082018,SIUE,Arkansas St.,0,3.0,21,21,97,0.0,20,2,1,41,5,3,18,0,35.0,44,23,113,0.18600000000000005,40,5,4,46,2,2,8,0,55.0
9142018,SIUE,Northern Ky.,0,3.0,28,19,121,0.07400000000000001,25,3,6,65,4,1,14,0,39.0,44,16,129,0.217,42,4,5,69,3,2,4,0,52.0
9152018,SIUE,Louisiana Tech,0,4.0,56,31,164,0.152,54,6,7,67,5,1,17,1,71.5,51,18,141,0.234,50,5,5,67,6,4,8,2,64.0
9152018,SIUE,Oral Roberts,1,5.0,77,27,205,0.244,71,6,14,102,3,1,14,0,91.0,51,23,193,0.145,50,3,4,91,6,1,10,1,60.0
9192018,SIUE,Eastern Ill.,0,3.0,40,20,115,0.174,37,1,11,52,3,1,8,0,46.0,40,14,109,0.239,39,3,9,49,1,1,15,1,51.5
9222018,SIUE,Belmont,1,3.0,45,15,118,0.254,43,4,5,69,1,1,14,0,57.0,27,21,127,0.047,25,1,3,51,4,2,4,1,32.0
9282018,SIUE,UT Martin,1,4.0,67,21,192,0.24,63,7,10,92,2,1,6,2,78.0,53,27,189,0.138,50,2,3,85,7,0,10,1,60.0
9292018,SIUE,Southeast Mo. St.,1,4.0,71,13,155,0.374,69,6,10,75,8,0,8,4,81.0,48,14,147,0.231,44,8,5,60,6,0,8,2,60.0
10052018,SIUE,Murray St.,0,3.0,32,16,119,0.134,32,5,7,46,4,2,6,1,42.0,45,9,106,0.34,44,4,3,62,5,2,0,0,51.0
10062018,SIUE,Austin Peay,0,4.0,58,24,165,0.206,54,7,8,73,3,2,4,3,69.0,60,17,162,0.265,56,3,4,79,7,5,8,4,72.0
10122018,SIUE,Tennessee Tech,0,3.0,40,17,118,0.195,38,0,4,55,5,1,6,0,44.0,50,22,132,0.212,47,5,6,54,0,0,8,5,59.0
10132018,SIUE,Jacksonville St.,0,3.0,25,27,84,-0.024,25,4,5,36,5,0,2,1,30.0,35,13,90,0.244,32,5,8,30,4,3,6,0,46.0
10192018,SIUE,Morehead St.,1,4.0,53,30,166,0.139,50,4,8,81,2,1,16,1,66.0,45,30,168,0.08900000000000001,42,2,6,72,4,0,18,0,56.0
10202018,SIUE,Eastern Ky.,1,4.0,49,29,163,0.123,44,5,5,80,3,0,10,0,59.0,41,33,162,0.049,38,3,6,73,5,0,12,0,50.0
10242018,SIUE,Eastern Ill.,1,5.0,80,38,235,0.179,76,6,14,112,1,0,6,1,89.0,59,20,207,0.188,54,1,2,102,6,0,20,1,70.0
10272018,SIUE,Tennessee St.,1,4.0,61,19,157,0.268,60,4,12,69,1,1,12,1,72.0,52,24,160,0.175,47,1,8,64,4,1,10,2,59.0
11022018,SIUE,Southeast Mo. St.,0,4.0,44,33,148,0.07400000000000001,41,7,7,66,7,1,18,2,61.0,52,27,153,0.163,48,7,12,61,7,1,12,0,66.0
11032018,SIUE,UT Martin,1,4.0,58,26,174,0.184,56,6,9,70,9,4,10,6,73.0,59,26,168,0.196,52,9,11,68,6,3,18,7,80.0
11092018,SIUE,Austin Peay,0,3.0,35,16,108,0.17600000000000002,32,1,7,35,4,2,14,1,45.0,48,18,107,0.28,47,4,4,47,1,0,2,2,53.0
11102018,SIUE,Murray St.,0,4.0,54,27,163,0.166,54,2,9,83,4,2,8,0,62.0,48,15,152,0.217,48,4,6,73,2,0,12,1,58.0
11152018,SIUE,Jacksonville St.,0,3.0,35,21,90,0.156,35,5,4,39,7,1,8,3,45.0,42,13,109,0.266,39,7,7,31,5,2,10,0,56.0
8242018,Indiana,UNLV,1,4.0,50,24,154,0.16899999999999998,48,2,7,61,3,7,14,4,66.0,58,28,153,0.196,57,3,11,71,2,0,14,0,68.0
8252018,Indiana,Southern Utah,1,3.0,43,7,84,0.429,40,5,3,37,4,5,10,4,58.0,24,21,83,0.036000000000000004,22,4,4,30,5,0,2,1,29.0
8312018,Indiana,Texas A&M,0,3.0,37,17,121,0.165,36,2,7,44,2,3,6,1,45.0,48,15,113,0.292,45,2,6,61,2,1,12,1,57.0
9012018,Indiana,Temple,1,5.0,72,33,207,0.188,69,5,6,86,5,7,24,7,96.0,59,32,194,0.139,55,5,4,88,5,2,28,1,80.0
9072018,Indiana,North Dakota St.,1,4.0,48,18,156,0.192,43,7,4,75,2,4,24,1,71.0,41,34,163,0.043,37,2,2,84,7,1,6,1,47.0
9072018,Indiana,UNI,0,4.0,54,21,176,0.188,47,5,7,73,5,4,10,1,68.0,63,27,176,0.205,59,5,5,91,5,3,4,2,73.0
9082018,Indiana,Ball St.,1,5.0,78,25,188,0.282,72,8,8,84,2,2,12,2,94.0,64,20,183,0.24,60,2,5,77,8,4,20,4,80.0
9142018,Indiana,Cincinnati,1,5.0,68,26,168,0.25,61,6,6,64,7,2,18,3,85.0,66,25,166,0.247,65,7,5,64,6,2,12,1,81.0
9142018,Indiana,Xavier,1,3.0,41,12,105,0.276,38,2,2,50,2,4,14,0,54.0,36,26,117,0.085,35,2,7,43,2,1,8,1,43.0
9152018,Indiana,Eastern Ky.,1,3.0,41,16,97,0.258,40,8,2,47,0,1,12,1,56.0,30,22,109,0.073,28,0,3,34,8,0,6,3,33.0
9212018,Indiana,Northwestern,1,4.0,64,18,137,0.336,57,3,13,46,1,1,20,1,78.0,45,22,120,0.192,41,1,4,44,3,0,17,4,54.5
