 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/21/2019


"Rank","Name","S","W-L","Aces","Per Set"
"288","Wake Forest","105","14-15","1404"
"289","Michigan St.","110","15-15","1400"
"290","Saint Mary's (CA)","106","11-17","1399"
"291","Delaware","104","15-14","1397"
"292","Alabama","105","12-17","1396"
"293","Western Ill.","107","6-23","1391"
"294","Colorado","106","13-17","1382"
"295","USC Upstate","101","8-19","1380"
"296","Dartmouth","89","10-15","1379"
"297","Delaware St.","110","12-18","1376"
"298","Stony Brook","96","9-17","1366"
"299","Lamar University","94","9-17","1360"
"300","Texas Southern","103","11-18","1352"
"301","UC Irvine","105","5-23","1340"
"302","Hampton","95","8-17","1335"
"303","Radford","95","10-16","1332"
"304","Princeton","90","17-8","1327"
"305","Cornell","86","17-6","1320"
"306","UTEP","106","13-15","1319"
"","Mississippi Val.","108","4-30","1319"
"308","Abilene Christian","93","7-19","1318"
"309","Charleston So.","103","14-15","1307"
"310","Southern U.","108","11-21","1284"
"311","NJIT","110","1-31","1273"
"312","UMBC","88","7-16","1266"
"313","James Madison","93","20-8","1265"
"314","William & Mary","97","7-20","1260"
"315","Columbia","93","12-12","1259"
"","Utah St.","108","2-28","1259"
"317","Albany (NY)","99","16-11","1258"
"318","Rutgers","105","8-23","1254"
"319","Texas","98","23-4","1245"
"320","Brown","87","13-10","1242"
"321","Alcorn","102","7-23","1233"
"322","Miami (FL)","102","10-16","1228"
"","Kansas","96","9-17","1228"
"324","Syracuse","94","12-13","1197"
"325","Yale","83","15-8","1195"
"326","Saint Francis (PA)","93","3-25","1182"
"327","Penn","82","11-10","1103"
"328","Gardner-Webb","84","3-22","1089"
"329","Norfolk St.","86","2-23","1080"
"330","Harvard","88","5-18","1058"
"331","Binghamton","74","0-23","822"
"332","South Carolina St.","82","0-29","792"
Reclassifying
"NR","California Baptist","117","14-16","1658"
"NR","North Ala.","101","4-25","1288"
"NR","Merrimack","78","1-24","813"

NCAA Women's Volleyball
Division ITeam Total Blocks
Through Games 12/21/2019


"Rank","Name","S","W-L","Block Solos","Block Assists","TB"
"1","VCU","112","24-7","50","613","356.5"
"2","UCF","122","25-8","50","609","354.5"
"3","Utah","137","24-10","52","603","353.5"
"4","Washington","133","27-7","64","577","352.5"
"5","Stanford","120","30-4","30","630","345.0"
"6","Southern California","132","18-14","46","594","343.0"
"7","Purdue","122","24-8","62","561","342.5"
"8","Minnesota","118","27-6","54","567","337.5"
"9","Weber St.","133","26-9","55","562","336.0"
"10","Tulane","131","22-11","48","572","334.0"
"11","Boise St.","111","18-12","43","570","328.0"
"12","Santa Clara","124","21-12","31","591","326.5"
"13","Idaho","124","13-18","81","490","326.0"
"14","Colorado St.","110","29-2","75","497","323.5"
"15","Washington St.","123","23-10","70","502","321.0"
"16","SFA","114","31-2","72","497","320.5"
"17","Liberty","121","21-12","40","551","315.5"
"","Maryland","127","13-19","36","559","315.5"
"19","Northern Ky.","123","19-13","44","537","312.5"
"","New Mexico St.","108","27-4","65","495","312.5"
"21","Florida St.","105","19-10","50","522","311.0"
"22","Louisville","121","22-10","69","482","310.0"
"23","Houston","141","16-17","108","400","308.0"
"24","Tulsa","132","18-16","72","470","307.0"
"25","Illinois St.","132","22-12","38","532","304.0"
"26","South Dakota","123","31-3","46","514","303.0"
"","Southeast Mo. St.","129","23-11","62","482","303.0"
"28","Hawaii","114","26-4","66","471","301.5"
"29","Wisconsin","116","27-7","29","543","300.5"
"30","Robert Morris","107","25-5","51","496","299.0"
"31","Florida","117","27-5","80","422","291.0"
"","FGCU","108","27-5","66","450","291.0"
"33","Towson","112","29-3","26","527","289.5"
"34","Michigan St.","110","15-15","66","446","289.0"
"35","BYU","112","26-5","31","514","288.0"
"","Colgate","122","24-8","87","402","288.0"
"37","Wyoming","119","22-9","63","448","287.0"
"38","Indiana","126","14-19","100","373","286.5"
"","North Carolina","107","15-13","46","481","286.5"
"","Loyola Chicago","124","21-11","79","415","286.5"
"41","Utah Valley","113","11-19","29","513","285.5"
"42","Nebraska","119","28-5","50","470","285.0"
"","UIC","116","20-11","60","450","285.0"
"44","Texas A&M","120","23-8","43","482","284.0"
"45","Marshall","101","18-10","63","440","283.0"
"46","Kentucky","114","25-7","55","455","282.5"
"47","Charlotte","112","16-15","66","429","280.5"
"48","Army West Point","116","22-10","67","425","279.5"
"49","Utah St.","108","2-28","46","466","279.0"
"50","Montana St.","112","15-14","55","445","277.5"
"","Grand Canyon","116","24-6","77","401","277.5"
"52","Purdue Fort Wayne","128","18-15","55","444","277.0"
"53","Dayton","114","22-9","36","481","276.5"
"54","Pittsburgh","111","30-2","33","484","275.0"
"","New Mexico","115","11-19","46","458","275.0"
"","Saint Mary's (CA)","106","11-17","45","460","275.0"
"57","Penn St.","117","27-6","68","411","273.5"
"58","James Madison","93","20-8","67","412","273.0"
"","South Carolina","114","20-12","64","418","273.0"
"60","Ohio","119","18-13","82","377","270.5"
"61","Oklahoma","111","19-9","47","446","270.0"
"62","Sacramento St.","130","14-18","51","432","267.0"
"63","Wright St.","111","24-6","58","414","265.0"
"","Bowling Green","127","20-13","60","410","265.0"
"","Northern Ariz.","124","21-11","58","414","265.0"
"66","Texas","98","23-4","36","457","264.5"
"","UT Arlington","131","20-14","61","407","264.5"
"","Lehigh","109","14-17","73","383","264.5"
"69","Baylor","104","29-2","42","444","264.0"
"70","Coastal Caro.","116","24-6","87","352","263.0"
"","Valparaiso","127","14-20","57","412","263.0"
"","Albany (NY)","99","16-11","52","422","263.0"
"73","UT Martin","118","13-19","39","446","262.0"
"74","SIUE","112","14-15","66","391","261.5"
"75","Sam Houston St.","134","19-14","57","408","261.0"
"76","Butler","115","14-16","47","427","260.5"
"77","Western Ky.","118","32-2","79","360","259.0"
"","ETSU","122","25-6","64","390","259.0"
"79","Oregon St.","122","9-22","68","381","258.5"
"80","Denver","117","23-9","44","428","258.0"
"81","Ole Miss","117","14-15","63","389","257.5"
"","Northwestern","118","14-18","91","333","257.5"
"83","UC Santa Barbara","107","23-6","53","408","257.0"
"84","UMES","127","12-19","43","427","256.5"
"85","Missouri St.","125","10-22","31","450","256.0"
"86","Boston College","128","20-12","54","403","255.5"
"87","Samford","118","24-6","76","358","255.0"
"","Nevada","114","17-13","28","454","255.0"
"89","Elon","129","14-18","40","429","254.5"
"","St. John's (NY)","118","22-12","58","393","254.5"
"","N.C. A&T","115","16-15","53","403","254.5"
"","Seattle U","120","13-18","42","425","254.5"
"93","American","120","24-8","61","386","254.0"
"94","Buffalo","119","13-17","61","385","253.5"
"95","Cleveland St.","108","8-19","66","374","253.0"
"","Canisius","123","15-16","29","448","253.0"
"","Duke","110","12-19","28","450","253.0"
"98","LSU","102","15-13","61","382","252.0"
"","Drake","125","9-22","38","428","252.0"
"100","NC State","123","11-19","57","389","251.5"
"","George Washington","100","15-14","32","439","251.5"
"102","Mississippi St.","114","13-17","92","318","251.0"
"","Bradley","119","15-15","34","434","251.0"
"","UNI","129","24-11","79","344","251.0"
"","UNCW","117","14-15","37","428","251.0"
"","Notre Dame","115","19-10","37","428","251.0"
"107","Virginia","107","13-18","49","402","250.0"
"","Pepperdine","114","18-11","41","418","250.0"
"109","Green Bay","114","21-9","23","450","248.0"
"","Illinois","118","16-14","39","418","248.0"
"111","Texas St.","118","24-9","38","418","247.0"
"112","Rider","115","15-16","33","427","246.5"
"113","Alabama","105","12-17","68","352","244.0"
"114","New Hampshire","102","17-10","33","421","243.5"
"","Oakland","108","15-14","58","371","243.5"
"","High Point","122","21-13","49","389","243.5"
"117","Rutgers","105","8-23","37","412","243.0"
"118","Arizona St.","124","17-14","91","303","242.5"
"119","Oregon","113","9-20","49","385","241.5"
"","USC Upstate","101","8-19","49","385","241.5"
"","UTRGV","117","14-17","51","381","241.5"
"122","Central Conn. St.","117","15-15","62","358","241.0"
"","St. Francis Brooklyn","119","14-17","24","434","241.0"
"","Sacred Heart","120","20-12","45","392","241.0"
"125","Texas Tech","116","17-13","74","332","240.0"
"","Omaha","129","19-14","41","398","240.0"
"","Arkansas St.","116","17-13","78","324","240.0"
"128","Alabama St.","142","17-22","99","281","239.5"
"","CSU Bakersfield","114","9-19","30","419","239.5"
"","Colorado","106","13-17","50","379","239.5"
"131","UNLV","128","20-11","61","356","239.0"
"","Villanova","112","22-9","64","350","239.0"
"133","Wofford","116","15-16","101","274","238.0"
"134","Xavier","103","11-17","47","381","237.5"
"","Kansas","96","9-17","60","355","237.5"
"136","California","113","20-10","54","366","237.0"
"","Southeastern La.","118","14-17","91","292","237.0"
"138","IUPUI","115","7-22","57","357","235.5"
"","Houston Baptist","118","17-15","32","407","235.5"
"140","DePaul","121","14-16","93","284","235.0"
"","Winthrop","109","24-5","62","346","235.0"
"142","Western Ill.","107","6-23","50","369","234.5"
"","Missouri","111","22-8","74","321","234.5"
"","Idaho St.","115","7-23","38","393","234.5"
"145","San Diego","112","25-6","58","352","234.0"
"146","San Diego St.","110","15-14","53","360","233.0"
"","Arizona","117","15-17","79","308","233.0"
"148","Portland St.","111","10-19","38","388","232.0"
"149","TCU","108","12-18","34","395","231.5"
"150","Cal Poly","110","21-9","57","347","230.5"
"","Montana","112","7-23","51","359","230.5"
"152","Georgia St.","105","10-17","59","342","230.0"
"","Fairfield","110","24-6","44","372","230.0"
"154","North Texas","109","17-11","45","369","229.5"
"","Iowa St.","107","17-12","32","395","229.5"
"156","Furman","109","8-21","88","281","228.5"
"","SMU","106","18-10","44","369","228.5"
"158","Creighton","107","25-6","43","370","228.0"
"","Tennessee","108","15-13","41","374","228.0"
"","UTEP","106","13-15","48","360","228.0"
"161","Tennessee Tech","112","13-17","64","327","227.5"
"","Radford","95","10-16","34","387","227.5"
"163","Jackson St.","130","18-19","102","249","226.5"
"","Fordham","106","12-14","37","379","226.5"
"165","Charleston So.","103","14-15","57","338","226.0"
"","Kansas St.","113","9-19","26","400","226.0"
"167","Wichita St.","105","9-19","43","362","224.0"
"","UCLA","102","19-12","66","316","224.0"
"","Jacksonville","116","10-21","41","366","224.0"
"170","UC Davis","112","17-13","52","343","223.5"
"171","Miami (OH)","108","17-12","71","302","222.0"
"","West Virginia","108","12-17","38","368","222.0"
"","Bethune-Cookman","118","8-24","63","318","222.0"
"174","Ohio St.","114","15-17","42","359","221.5"
"","North Dakota","113","12-18","55","333","221.5"
"","UMKC","111","17-12","41","361","221.5"
"177","Wake Forest","105","14-15","39","364","221.0"
"","East Carolina","113","19-11","67","308","221.0"
"179","San Francisco","108","8-21","42","357","220.5"
"","Georgia Tech","123","26-8","67","307","220.5"
"181","Long Beach St.","110","12-17","45","350","220.0"
"182","Eastern Mich.","106","11-17","45","349","219.5"
"183","South Alabama","119","20-11","84","270","219.0"
"","Clemson","107","11-18","45","348","219.0"
"185","Providence","115","6-25","32","373","218.5"
"","CSUN","108","12-16","60","317","218.5"
"187","William & Mary","97","7-20","51","334","218.0"
"188","Rice","108","27-4","66","303","217.5"
"189","Michigan","118","21-11","27","380","217.0"
"","New Orleans","111","13-18","68","298","217.0"
"","Fla. Atlantic","100","16-11","62","310","217.0"
"192","Arkansas","113","11-19","37","358","216.0"
"","Col. of Charleston","102","7-21","44","344","216.0"
"194","Mercer","114","14-17","83","265","215.5"
"195","Hartford","109","16-13","55","320","215.0"
"196","Grambling","109","11-24","59","309","213.5"
"","Syracuse","94","12-13","42","343","213.5"
"198","Howard","121","20-13","57","312","213.0"
"199","Central Ark.","124","16-14","47","331","212.5"
"","UConn","104","12-16","65","295","212.5"
"201","Troy","120","23-10","73","278","212.0"
"","Fresno St.","104","14-16","34","356","212.0"
"203","Southern Ill.","134","14-18","37","349","211.5"
"","Jacksonville St.","106","20-10","64","295","211.5"
"","McNeese","106","11-17","65","293","211.5"
"206","Appalachian St.","116","13-17","75","272","211.0"
"","Manhattan","115","8-23","59","304","211.0"
"208","Central Mich.","113","21-9","81","258","210.0"
"","N.C. Central","123","8-24","41","338","210.0"
"210","Delaware","104","15-14","30","359","209.5"
"","LMU (CA)","110","14-15","49","321","209.5"
"212","Middle Tenn.","117","13-17","34","350","209.0"
"","North Florida","126","15-18","42","334","209.0"
"","Louisiana Tech","103","13-15","61","296","209.0"
"","Siena","111","11-18","45","328","209.0"
"216","Kennesaw St.","115","22-9","51","315","208.5"
"","Saint Louis","112","17-12","51","315","208.5"
"218","Morehead St.","119","23-10","46","323","207.5"
"219","Southern Utah","116","15-16","42","330","207.0"
"220","South Fla.","113","7-23","42","329","206.5"
"221","Louisiana","110","14-16","70","272","206.0"
"222","Quinnipiac","114","14-16","50","311","205.5"
"223","Georgetown","122","13-19","39","332","205.0"
"","Campbell","108","17-13","36","338","205.0"
"225","Northern Colo.","132","26-8","61","287","204.5"
"226","La.-Monroe","112","12-20","56","296","204.0"
"","George Mason","97","4-22","41","326","204.0"
"","Western Mich.","112","14-14","59","290","204.0"
"","Ball St.","126","20-12","71","266","204.0"
"230","Southern U.","108","11-21","88","230","203.0"
"","Tennessee St.","104","12-17","34","338","203.0"
"232","Oral Roberts","123","8-23","36","332","202.0"
"","Gonzaga","110","11-19","51","302","202.0"
"234","Stetson","103","12-15","63","277","201.5"
"235","Akron","103","16-12","56","290","201.0"
"","Bryant","113","15-17","29","344","201.0"
"","Incarnate Word","114","7-23","51","300","201.0"
"238","Northwestern St.","119","20-13","45","311","200.5"
"239","Alabama A&M","114","20-15","80","240","200.0"
"240","Lafayette","125","13-19","37","325","199.5"
"241","Auburn","103","7-22","63","272","199.0"
"242","North Dakota St.","112","13-16","48","300","198.0"
"","Ark.-Pine Bluff","124","10-24","93","210","198.0"
"244","Bucknell","102","14-14","53","288","197.0"
"245","Iona","101","5-23","43","307","196.5"
"246","San Jose St.","107","10-19","45","302","196.0"
"247","Abilene Christian","93","7-19","24","343","195.5"
"","FIU","103","10-16","58","275","195.5"
"249","Toledo","108","9-19","66","258","195.0"
"","Marist","115","15-15","39","312","195.0"
"","Austin Peay","118","11-20","55","280","195.0"
"252","Eastern Ill.","106","3-26","45","298","194.0"
"","Kent St.","113","14-15","55","278","194.0"
"","Ga. Southern","101","7-20","55","278","194.0"
"255","Virginia Tech","121","11-20","42","303","193.5"
"256","Niagara","105","13-16","43","300","193.0"
"257","Marquette","122","28-6","36","313","192.5"
"258","Iowa","115","10-21","30","324","192.0"
"","Eastern Ky.","99","9-21","52","280","192.0"
"","Indiana St.","103","7-21","24","336","192.0"
"","Dartmouth","89","10-15","44","296","192.0"
"262","Hampton","95","8-17","33","316","191.0"
"263","Georgia","112","20-10","18","341","188.5"
"264","Evansville","117","16-14","26","324","188.0"
"265","Memphis","110","17-11","46","283","187.5"
"266","Miami (FL)","102","10-16","20","334","187.0"
"267","Northeastern","108","15-14","49","275","186.5"
"268","South Dakota St.","107","6-22","68","236","186.0"
"","Loyola Maryland","122","13-18","36","300","186.0"
"270","Cal St. Fullerton","100","12-15","41","288","185.0"
"271","Florida A&M","106","10-20","57","254","184.0"
"272","Coppin St.","114","13-18","35","297","183.5"
"273","Davidson","105","10-18","39","288","183.0"
"","Prairie View","136","17-22","52","262","183.0"
"275","Columbia","93","12-12","41","282","182.0"
"","UAB","98","12-15","30","304","182.0"
"277","Harvard","88","5-18","30","301","180.5"
"278","Brown","87","13-10","17","326","180.0"
"","Portland","107","11-18","40","280","180.0"
"280","UMBC","88","7-16","27","305","179.5"
"281","Gardner-Webb","84","3-22","48","262","179.0"
"282","Lipscomb","105","16-13","42","273","178.5"
"","Fairleigh Dickinson","98","4-26","40","277","178.5"
"","Air Force","114","8-22","34","289","178.5"
"285","Presbyterian","103","15-15","47","262","178.0"
"","Milwaukee","119","26-6","32","292","178.0"
"287","Cornell","86","17-6","35","285","177.5"
"","Cincinnati","125","27-7","41","273","177.5"
"289","Western Caro.","113","17-13","54","246","177.0"
"","Navy","111","17-12","53","248","177.0"
"","Chicago St.","119","5-26","47","260","177.0"
"292","Nicholls St.","106","11-16","84","183","175.5"
"293","Belmont","108","2-29","25","299","174.5"
"294","Chattanooga","115","7-23","53","242","174.0"
"295","UC Irvine","105","5-23","30","284","172.0"
"","UNC Greensboro","97","11-20","30","284","172.0"
"297","Eastern Wash.","113","6-24","41","259","170.5"
"298","The Citadel","111","11-20","58","220","168.0"
"299","Princeton","90","17-8","43","249","167.5"
"","Hofstra","111","17-12","28","279","167.5"
