Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Unnamed: 19
9292016,@ Northwestern St.,W 3 - 0,3,0.0,47.1,20.7,137.1,0.20700000000000002,44.1,3.3,5.3,59.6,3.9,2.3,13.4,1.8,59.4,1.0,0.0
10012016,@ Central Ark.,W 3 - 0,3,0.0,48.2,19.8,135.1,0.23200000000000004,45.0,3.8,5.7,60.8,4.1,2.6,14.4,1.7,61.8,0.0,0.0
10062016,SFA,W 3 - 0,3,0.0,48.0,19.4,132.5,0.23760000000000003,44.5,3.8,5.5,59.6,4.0,2.7,13.6,1.6,61.3,2.0,0.0
10082016,Sam Houston St.,W 3 - 2,5,0.0,50.3,19.4,133.8,0.2499,46.6,4.3,6.2,61.7,4.2,2.6,14.8,1.8,64.6,2.0,0.0
10112016,@ UTRGV,L 2 - 3,5,0.0,50.1,19.9,136.3,0.2428,46.6,4.0,6.1,61.7,4.6,2.5,16.4,2.0,64.8,0.0,0.0
10132016,Houston Baptist,W 3 - 1,4,0.0,50.6,19.7,135.7,0.248,47.3,4.0,5.6,61.5,4.9,2.1,15.4,2.0,64.4,2.0,0.0
10152016,Lamar University,W 3 - 0,3,0.0,49.9,18.7,129.2,0.2597,46.7,4.0,5.5,58.2,4.4,2.1,14.8,1.8,63.4,0.0,0.0
10202016,@ New Orleans,W 3 - 1,4,0.0,51.7,18.2,128.7,0.2769,48.7,4.0,5.8,59.3,4.3,2.2,15.0,1.5,65.4,2.0,0.0
10222016,@ Southeastern La.,W 3 - 0,3,0.0,51.1,18.8,128.7,0.2611,48.0,4.4,5.7,60.1,4.2,2.1,14.8,1.5,65.0,2.0,0.0
10292016,UIW,W 3 - 0,3,0.0,51.8,16.9,126.8,0.2882,48.6,4.8,5.9,58.7,3.9,1.6,14.8,1.5,65.6,2.0,0.0
11012016,@ UIW,W 3 - 1,4,0.0,53.6,17.5,131.0,0.2866,50.5,4.6,6.6,58.4,4.2,1.8,13.8,1.4,66.9,2.0,0.0
11032016,McNeese,W 3 - 0,3,0.0,54.1,17.2,132.8,0.2892,50.9,4.7,6.6,59.0,3.8,1.5,13.6,1.4,67.1,1.0,0.0
11052016,Nicholls St.,W 3 - 0,3,0.0,54.7,17.5,133.0,0.29109999999999997,51.9,4.6,6.2,60.8,4.1,1.3,13.5,1.7,67.35,0.0,0.0
11102016,@ Lamar University,W 3 - 1,4,0.0,53.9,15.7,130.2,0.3015,51.3,4.2,5.8,58.8,3.9,1.1,12.7,1.4,65.55,2.0,0.0
11122016,@ Houston Baptist,W 3 - 1,4,0.0,53.2,15.0,125.2,0.3081,50.7,4.3,6.7,57.8,3.5,1.1,11.7,1.5,64.45,4.0,0.0
11182016,"McNeese @ Conway, Ark.",W 3 - 1,4,0.0,52.5,15.0,125.2,0.30369999999999997,49.8,4.1,7.0,57.7,3.5,1.2,12.7,1.5,64.15,0.0,0.0
11192016,@ Central Ark.,W 3 - 1,4,0.0,53.0,14.6,129.0,0.3029,50.0,4.2,7.3,60.8,3.9,1.2,12.9,1.5,64.85,2.0,0.0
11202016,"Sam Houston St. @ Conway, Ark.",W 3 - 1,4,0.0,53.1,14.7,131.7,0.2978,50.2,4.4,7.0,62.3,4.2,1.2,12.7,1.2,65.05,0.0,0.0
12022016,@ Washington,L 0 - 3,3,0.0,52.7,15.9,134.5,0.27420000000000005,49.9,3.7,7.2,61.9,4.8,1.1,12.1,1.6,63.55,0.0,0.0
